Time,eventId,enbIp,enbName
16:56:27,S1_SCTP_COMM_LOST,10.23.68.131,L244035
16:56:28,S1_SCTP_COMM_LOST,10.23.73.101,L244034
16:56:32,S1_SCTP_COMM_LOST,10.23.206.98,L243006
16:56:33,S1_SCTP_COMM_LOST,10.23.3.161,L237006
16:56:33,S1_SCTP_COMM_LOST,10.23.31.99,L238047
16:57:05,S1_SCTP_COMM_LOST,10.23.6.164,L221032
16:57:06,S1_SCTP_COMM_LOST,10.66.9.132,L114032
16:57:18,S1_SCTP_COMM_LOST,10.23.159.1,L238038
16:57:18,S1_SCTP_COMM_LOST,10.23.28.98,L238004
16:57:22,S1_SCTP_COMM_LOST,10.23.24.133,L111041
16:57:33,S1_SCTP_COMM_UP,10.23.206.98,
16:57:33,S1_SETUP_REQ,10.23.206.98,
16:57:33,S1_SETUP_RES,10.23.206.98,L243006
16:57:47,S1_SCTP_COMM_LOST,10.23.19.165,L228002
16:57:48,S1_SCTP_COMM_LOST,10.23.30.97,L241016
16:58:01,S1_SCTP_COMM_LOST,10.69.3.225,L251081
16:58:02,S1_SCTP_COMM_LOST,10.23.116.132,L334081
16:58:03,S1_SCTP_SHUTDOWN,10.66.2.32,L105049
16:58:10,S1_SCTP_COMM_UP,10.23.159.67,
16:58:10,S1_SETUP_REQ,10.23.159.67,
16:58:10,S1_SETUP_RES,10.23.159.67,L237023
16:58:12,S1_SCTP_COMM_UP,10.23.139.197,
16:58:12,S1_SETUP_REQ,10.23.139.197,
16:58:12,S1_SETUP_RES,10.23.139.197,L300070
16:58:22,S1_SCTP_COMM_LOST,10.23.118.100,L320110
16:58:24,S1_SCTP_COMM_UP,10.23.91.162,
16:58:24,S1_SETUP_REQ,10.23.91.162,
16:58:24,S1_SETUP_RES,10.23.91.162,L110042
16:58:24,S1_SCTP_COMM_LOST,10.23.115.37,L326047
16:58:26,S1_SCTP_COMM_UP,10.23.89.131,
16:58:26,S1_SETUP_REQ,10.23.89.131,
16:58:26,S1_SETUP_RES,10.23.89.131,L111024
16:58:49,S1_SCTP_COMM_UP,10.23.19.165,
16:58:49,S1_SETUP_REQ,10.23.19.165,
16:58:49,S1_SETUP_RES,10.23.19.165,L228002
16:58:52,S1_SCTP_COMM_UP,10.23.60.129,
16:58:52,S1_SETUP_REQ,10.23.60.129,
16:58:52,S1_SETUP_RES,10.23.60.129,L220042
16:59:07,S1_SCTP_COMM_UP,10.23.129.37,
16:59:07,S1_SETUP_REQ,10.23.129.37,
16:59:07,S1_SETUP_RES,10.23.129.37,L320002
16:59:26,S1_SCTP_COMM_LOST,10.23.144.193,L300161
16:59:28,S1_SCTP_COMM_UP,10.66.2.32,
16:59:29,S1_SETUP_REQ,10.66.2.32,
16:59:29,S1_SETUP_RES,10.66.2.32,L105049
16:59:31,S1_SCTP_COMM_LOST,10.23.51.194,L234039
16:59:34,S1_SCTP_COMM_UP,10.23.53.99,
16:59:34,S1_SETUP_REQ,10.23.53.99,
16:59:34,S1_SETUP_RES,10.23.53.99,L241002
16:59:49,S1_SCTP_COMM_UP,10.23.3.2,
16:59:49,S1_SETUP_REQ,10.23.3.2,
16:59:49,S1_SETUP_RES,10.23.3.2,L220028
16:59:57,S1_SCTP_COMM_UP,10.23.68.132,
16:59:57,S1_SETUP_REQ,10.23.68.132,
16:59:57,S1_SETUP_RES,10.23.68.132,L220006
16:59:58,S1_SCTP_COMM_UP,10.23.30.97,
16:59:58,S1_SETUP_REQ,10.23.30.97,
16:59:58,S1_SETUP_RES,10.23.30.97,L241016
